grid,family,family_params,T,beta,delta,sigma_logit,V,seed,cost_order,total_cost,max_accel_norm,gate_activations,per_source_costs,per_pair_costs,truth_label,hit,margin,rank,threshold_pass,alignment_pass,cell_pass,failure_reasons
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.25,5.0,1024,43,SECOND,0.0876952671667243,0.20000003278255463,4,"[0.04384763358336215, 0.0876952671667243, 0.04384763358336215]","{""1,0"": 0.04384763358336215, ""2,0"": 0.0, ""2,1"": 0.04384763358336215}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.25,5.0,1024,44,SECOND,0.08769525785804283,0.20000001788139343,4,"[0.043847628929021415, 0.08769525785804283, 0.043847628929021415]","{""1,0"": 0.043847628929021415, ""2,0"": 0.0, ""2,1"": 0.043847628929021415}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,1.0,1024,42,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,1.0,1024,43,SECOND,0.09629120455070356,0.20000003278255463,4,"[0.04814560227535178, 0.09629120455070356, 0.04814560227535178]","{""1,0"": 0.04814560227535178, ""2,0"": 0.0, ""2,1"": 0.04814560227535178}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,1.0,1024,44,SECOND,0.09629119901655209,0.20000003278255463,4,"[0.048145599508276044, 0.09629119901655209, 0.048145599508276044]","{""1,0"": 0.048145599508276044, ""2,0"": 0.0, ""2,1"": 0.048145599508276044}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,3.0,1024,42,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,3.0,1024,43,SECOND,0.09629120455070356,0.20000003278255463,4,"[0.04814560227535178, 0.09629120455070356, 0.04814560227535178]","{""1,0"": 0.04814560227535178, ""2,0"": 0.0, ""2,1"": 0.04814560227535178}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,3.0,1024,44,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,5.0,1024,42,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,5.0,1024,43,SECOND,0.09629120455070356,0.20000003278255463,4,"[0.04814560227535178, 0.09629120455070356, 0.04814560227535178]","{""1,0"": 0.04814560227535178, ""2,0"": 0.0, ""2,1"": 0.04814560227535178}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,0.5,5.0,1024,44,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,1.0,1024,42,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,1.0,1024,43,SECOND,0.0990195165151444,0.20000003278255463,4,"[0.0495097582575722, 0.0990195165151444, 0.0495097582575722]","{""1,0"": 0.0495097582575722, ""2,0"": 0.0, ""2,1"": 0.0495097582575722}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,1.0,1024,44,SECOND,0.09901951067042902,0.20000003278255463,4,"[0.04950975533521451, 0.09901951067042902, 0.04950975533521451]","{""1,0"": 0.04950975533521451, ""2,0"": 0.0, ""2,1"": 0.04950975533521451}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,3.0,1024,42,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,3.0,1024,43,SECOND,0.0990195165151444,0.20000003278255463,4,"[0.0495097582575722, 0.0990195165151444, 0.0495097582575722]","{""1,0"": 0.0495097582575722, ""2,0"": 0.0, ""2,1"": 0.0495097582575722}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,3.0,1024,44,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,5.0,1024,42,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,5.0,1024,43,SECOND,0.0990195165151444,0.20000003278255463,4,"[0.0495097582575722, 0.0990195165151444, 0.0495097582575722]","{""1,0"": 0.0495097582575722, ""2,0"": 0.0, ""2,1"": 0.0495097582575722}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,200.0,1.0,5.0,1024,44,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,1.0,1024,42,SECOND,0.08769525785804283,0.20000001788139343,4,"[0.043847628929021415, 0.08769525785804283, 0.043847628929021415]","{""1,0"": 0.043847628929021415, ""2,0"": 0.0, ""2,1"": 0.043847628929021415}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,1.0,1024,43,SECOND,0.0876952671667243,0.20000003278255463,4,"[0.04384763358336215, 0.0876952671667243, 0.04384763358336215]","{""1,0"": 0.04384763358336215, ""2,0"": 0.0, ""2,1"": 0.04384763358336215}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,1.0,1024,44,SECOND,0.08769526251238399,0.20000003278255463,4,"[0.043847631256191996, 0.08769526251238399, 0.043847631256191996]","{""1,0"": 0.043847631256191996, ""2,0"": 0.0, ""2,1"": 0.043847631256191996}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,3.0,1024,42,SECOND,0.08769525785804283,0.20000001788139343,4,"[0.043847628929021415, 0.08769525785804283, 0.043847628929021415]","{""1,0"": 0.043847628929021415, ""2,0"": 0.0, ""2,1"": 0.043847628929021415}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,3.0,1024,43,SECOND,0.0876952671667243,0.20000003278255463,4,"[0.04384763358336215, 0.0876952671667243, 0.04384763358336215]","{""1,0"": 0.04384763358336215, ""2,0"": 0.0, ""2,1"": 0.04384763358336215}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,3.0,1024,44,SECOND,0.08769525785804283,0.20000001788139343,4,"[0.043847628929021415, 0.08769525785804283, 0.043847628929021415]","{""1,0"": 0.043847628929021415, ""2,0"": 0.0, ""2,1"": 0.043847628929021415}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,5.0,1024,42,SECOND,0.08769525785804283,0.20000001788139343,4,"[0.043847628929021415, 0.08769525785804283, 0.043847628929021415]","{""1,0"": 0.043847628929021415, ""2,0"": 0.0, ""2,1"": 0.043847628929021415}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,5.0,1024,43,SECOND,0.0876952671667243,0.20000003278255463,4,"[0.04384763358336215, 0.0876952671667243, 0.04384763358336215]","{""1,0"": 0.04384763358336215, ""2,0"": 0.0, ""2,1"": 0.04384763358336215}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.25,5.0,1024,44,SECOND,0.08769525785804283,0.20000001788139343,4,"[0.043847628929021415, 0.08769525785804283, 0.043847628929021415]","{""1,0"": 0.043847628929021415, ""2,0"": 0.0, ""2,1"": 0.043847628929021415}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,1.0,1024,42,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,1.0,1024,43,SECOND,0.09629120455070356,0.20000003278255463,4,"[0.04814560227535178, 0.09629120455070356, 0.04814560227535178]","{""1,0"": 0.04814560227535178, ""2,0"": 0.0, ""2,1"": 0.04814560227535178}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,1.0,1024,44,SECOND,0.09629119901655209,0.20000003278255463,4,"[0.048145599508276044, 0.09629119901655209, 0.048145599508276044]","{""1,0"": 0.048145599508276044, ""2,0"": 0.0, ""2,1"": 0.048145599508276044}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,3.0,1024,42,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,3.0,1024,43,SECOND,0.09629120455070356,0.20000003278255463,4,"[0.04814560227535178, 0.09629120455070356, 0.04814560227535178]","{""1,0"": 0.04814560227535178, ""2,0"": 0.0, ""2,1"": 0.04814560227535178}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,3.0,1024,44,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,5.0,1024,42,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,5.0,1024,43,SECOND,0.09629120455070356,0.20000003278255463,4,"[0.04814560227535178, 0.09629120455070356, 0.04814560227535178]","{""1,0"": 0.04814560227535178, ""2,0"": 0.0, ""2,1"": 0.04814560227535178}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,0.5,5.0,1024,44,SECOND,0.09629119348239917,0.20000001788139343,4,"[0.04814559674119959, 0.09629119348239917, 0.04814559674119959]","{""1,0"": 0.04814559674119959, ""2,0"": 0.0, ""2,1"": 0.04814559674119959}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,1.0,1024,42,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,1.0,1024,43,SECOND,0.0990195165151444,0.20000003278255463,4,"[0.0495097582575722, 0.0990195165151444, 0.0495097582575722]","{""1,0"": 0.0495097582575722, ""2,0"": 0.0, ""2,1"": 0.0495097582575722}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,1.0,1024,44,SECOND,0.09901951067042902,0.20000003278255463,4,"[0.04950975533521451, 0.09901951067042902, 0.04950975533521451]","{""1,0"": 0.04950975533521451, ""2,0"": 0.0, ""2,1"": 0.04950975533521451}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,3.0,1024,42,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,3.0,1024,43,SECOND,0.0990195165151444,0.20000003278255463,4,"[0.0495097582575722, 0.0990195165151444, 0.0495097582575722]","{""1,0"": 0.0495097582575722, ""2,0"": 0.0, ""2,1"": 0.0495097582575722}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,3.0,1024,44,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,5.0,1024,42,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,5.0,1024,43,SECOND,0.0990195165151444,0.20000003278255463,4,"[0.0495097582575722, 0.0990195165151444, 0.0495097582575722]","{""1,0"": 0.0495097582575722, ""2,0"": 0.0, ""2,1"": 0.0495097582575722}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.1,500.0,1.0,5.0,1024,44,SECOND,0.09901950482571231,0.20000001788139343,4,"[0.049509752412856156, 0.09901950482571231, 0.049509752412856156]","{""1,0"": 0.049509752412856156, ""2,0"": 0.0, ""2,1"": 0.049509752412856156}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,1.0,1024,42,SECOND,0.07015779689597158,0.20000001788139343,4,"[0.03507889844798579, 0.07015779689597158, 0.03507889844798579]","{""1,0"": 0.03507889844798579, ""2,0"": 0.0, ""2,1"": 0.03507889844798579}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,1.0,1024,43,SECOND,0.07015780620465305,0.20000003278255463,4,"[0.035078903102326524, 0.07015780620465305, 0.035078903102326524]","{""1,0"": 0.035078903102326524, ""2,0"": 0.0, ""2,1"": 0.035078903102326524}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,1.0,1024,44,SECOND,0.07015780155031275,0.20000003278255463,4,"[0.03507890077515637, 0.07015780155031275, 0.03507890077515637]","{""1,0"": 0.03507890077515637, ""2,0"": 0.0, ""2,1"": 0.03507890077515637}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,3.0,1024,42,SECOND,0.07015779689597158,0.20000001788139343,4,"[0.03507889844798579, 0.07015779689597158, 0.03507889844798579]","{""1,0"": 0.03507889844798579, ""2,0"": 0.0, ""2,1"": 0.03507889844798579}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,3.0,1024,43,SECOND,0.07015780620465305,0.20000003278255463,4,"[0.035078903102326524, 0.07015780620465305, 0.035078903102326524]","{""1,0"": 0.035078903102326524, ""2,0"": 0.0, ""2,1"": 0.035078903102326524}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,3.0,1024,44,SECOND,0.07015779689597158,0.20000001788139343,4,"[0.03507889844798579, 0.07015779689597158, 0.03507889844798579]","{""1,0"": 0.03507889844798579, ""2,0"": 0.0, ""2,1"": 0.03507889844798579}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,5.0,1024,42,SECOND,0.07015779689597158,0.20000001788139343,4,"[0.03507889844798579, 0.07015779689597158, 0.03507889844798579]","{""1,0"": 0.03507889844798579, ""2,0"": 0.0, ""2,1"": 0.03507889844798579}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,5.0,1024,43,SECOND,0.07015780620465305,0.20000003278255463,4,"[0.035078903102326524, 0.07015780620465305, 0.035078903102326524]","{""1,0"": 0.035078903102326524, ""2,0"": 0.0, ""2,1"": 0.035078903102326524}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.25,5.0,1024,44,SECOND,0.07015779689597158,0.20000001788139343,4,"[0.03507889844798579, 0.07015779689597158, 0.03507889844798579]","{""1,0"": 0.03507889844798579, ""2,0"": 0.0, ""2,1"": 0.03507889844798579}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,1.0,1024,42,SECOND,0.07703470113842525,0.20000001788139343,4,"[0.03851735056921263, 0.07703470113842525, 0.03851735056921263]","{""1,0"": 0.03851735056921263, ""2,0"": 0.0, ""2,1"": 0.03851735056921263}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,1.0,1024,43,SECOND,0.07703471220672964,0.20000003278255463,4,"[0.03851735610336482, 0.07703471220672964, 0.03851735610336482]","{""1,0"": 0.03851735610336482, ""2,0"": 0.0, ""2,1"": 0.03851735610336482}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,1.0,1024,44,SECOND,0.07703470667257817,0.20000003278255463,4,"[0.038517353336289084, 0.07703470667257817, 0.038517353336289084]","{""1,0"": 0.038517353336289084, ""2,0"": 0.0, ""2,1"": 0.038517353336289084}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,3.0,1024,42,SECOND,0.07703470113842525,0.20000001788139343,4,"[0.03851735056921263, 0.07703470113842525, 0.03851735056921263]","{""1,0"": 0.03851735056921263, ""2,0"": 0.0, ""2,1"": 0.03851735056921263}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,3.0,1024,43,SECOND,0.07703471220672964,0.20000003278255463,4,"[0.03851735610336482, 0.07703471220672964, 0.03851735610336482]","{""1,0"": 0.03851735610336482, ""2,0"": 0.0, ""2,1"": 0.03851735610336482}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,3.0,1024,44,SECOND,0.07703470113842525,0.20000001788139343,4,"[0.03851735056921263, 0.07703470113842525, 0.03851735056921263]","{""1,0"": 0.03851735056921263, ""2,0"": 0.0, ""2,1"": 0.03851735056921263}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,5.0,1024,42,SECOND,0.07703470113842525,0.20000001788139343,4,"[0.03851735056921263, 0.07703470113842525, 0.03851735056921263]","{""1,0"": 0.03851735056921263, ""2,0"": 0.0, ""2,1"": 0.03851735056921263}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,5.0,1024,43,SECOND,0.07703471220672964,0.20000003278255463,4,"[0.03851735610336482, 0.07703471220672964, 0.03851735610336482]","{""1,0"": 0.03851735610336482, ""2,0"": 0.0, ""2,1"": 0.03851735610336482}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,0.5,5.0,1024,44,SECOND,0.07703470113842525,0.20000001788139343,4,"[0.03851735056921263, 0.07703470113842525, 0.03851735056921263]","{""1,0"": 0.03851735056921263, ""2,0"": 0.0, ""2,1"": 0.03851735056921263}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,1.0,1024,42,SECOND,0.07921739963266905,0.20000001788139343,4,"[0.039608699816334525, 0.07921739963266905, 0.039608699816334525]","{""1,0"": 0.039608699816334525, ""2,0"": 0.0, ""2,1"": 0.039608699816334525}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,1.0,1024,43,SECOND,0.07921741132210114,0.20000003278255463,4,"[0.03960870566105057, 0.07921741132210114, 0.03960870566105057]","{""1,0"": 0.03960870566105057, ""2,0"": 0.0, ""2,1"": 0.03960870566105057}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,1.0,1024,44,SECOND,0.07921740547738576,0.20000003278255463,4,"[0.03960870273869288, 0.07921740547738576, 0.03960870273869288]","{""1,0"": 0.03960870273869288, ""2,0"": 0.0, ""2,1"": 0.03960870273869288}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,3.0,1024,42,SECOND,0.07921739963266905,0.20000001788139343,4,"[0.039608699816334525, 0.07921739963266905, 0.039608699816334525]","{""1,0"": 0.039608699816334525, ""2,0"": 0.0, ""2,1"": 0.039608699816334525}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,3.0,1024,43,SECOND,0.07921741132210114,0.20000003278255463,4,"[0.03960870566105057, 0.07921741132210114, 0.03960870566105057]","{""1,0"": 0.03960870566105057, ""2,0"": 0.0, ""2,1"": 0.03960870566105057}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,3.0,1024,44,SECOND,0.07921739963266905,0.20000001788139343,4,"[0.039608699816334525, 0.07921739963266905, 0.039608699816334525]","{""1,0"": 0.039608699816334525, ""2,0"": 0.0, ""2,1"": 0.039608699816334525}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,5.0,1024,42,SECOND,0.07921739963266905,0.20000001788139343,4,"[0.039608699816334525, 0.07921739963266905, 0.039608699816334525]","{""1,0"": 0.039608699816334525, ""2,0"": 0.0, ""2,1"": 0.039608699816334525}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,5.0,1024,43,SECOND,0.07921741132210114,0.20000003278255463,4,"[0.03960870566105057, 0.07921741132210114, 0.03960870566105057]","{""1,0"": 0.03960870566105057, ""2,0"": 0.0, ""2,1"": 0.03960870566105057}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,100.0,1.0,5.0,1024,44,SECOND,0.07921739963266905,0.20000001788139343,4,"[0.039608699816334525, 0.07921739963266905, 0.039608699816334525]","{""1,0"": 0.039608699816334525, ""2,0"": 0.0, ""2,1"": 0.039608699816334525}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,1.0,1024,42,SECOND,0.0701562044969995,0.20000001788139343,4,"[0.03507810224849975, 0.0701562044969995, 0.03507810224849975]","{""1,0"": 0.03507810224849975, ""2,0"": 0.0, ""2,1"": 0.03507810224849975}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,1.0,1024,43,SECOND,0.07015621380568096,0.20000003278255463,4,"[0.03507810690284048, 0.07015621380568096, 0.03507810690284048]","{""1,0"": 0.03507810690284048, ""2,0"": 0.0, ""2,1"": 0.03507810690284048}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,1.0,1024,44,SECOND,0.07015620915134066,0.20000003278255463,4,"[0.03507810457567033, 0.07015620915134066, 0.03507810457567033]","{""1,0"": 0.03507810457567033, ""2,0"": 0.0, ""2,1"": 0.03507810457567033}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,3.0,1024,42,SECOND,0.0701562044969995,0.20000001788139343,4,"[0.03507810224849975, 0.0701562044969995, 0.03507810224849975]","{""1,0"": 0.03507810224849975, ""2,0"": 0.0, ""2,1"": 0.03507810224849975}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,3.0,1024,43,SECOND,0.07015621380568096,0.20000003278255463,4,"[0.03507810690284048, 0.07015621380568096, 0.03507810690284048]","{""1,0"": 0.03507810690284048, ""2,0"": 0.0, ""2,1"": 0.03507810690284048}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,3.0,1024,44,SECOND,0.0701562044969995,0.20000001788139343,4,"[0.03507810224849975, 0.0701562044969995, 0.03507810224849975]","{""1,0"": 0.03507810224849975, ""2,0"": 0.0, ""2,1"": 0.03507810224849975}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,5.0,1024,42,SECOND,0.0701562044969995,0.20000001788139343,4,"[0.03507810224849975, 0.0701562044969995, 0.03507810224849975]","{""1,0"": 0.03507810224849975, ""2,0"": 0.0, ""2,1"": 0.03507810224849975}",1,1,2.0,1,True,True,True,
sensitivity,accelerating,"{""accel_mag"": 0.2}",0.2,200.0,0.25,5.0,1024,43,SECOND,0.07015621380568096,0.20000003278255463,4,"[0.03507810690284048, 0.07015621380568096, 0.03507810690284048]","{""1,0"": 0.03507810690284048, ""2,0"": 0.0, ""2,1"": 0.03507810690284048}",1,1,2.0,1,True,True,True,
